unique_key,created_date,closed_date,complaint_type,descriptor,agency,borough,resolution_description,status,resolution_hours
67686544,2025-07-01T00:18:23.000,2025-07-13T03:17:38.000,PLUMBING,BASIN/SINK,HPD,BROOKLYN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,291.0
67724356,2025-07-01T00:18:23.000,2025-07-13T03:17:38.000,PLUMBING,BASIN/SINK,HPD,BROOKLYN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,291.0
65432887,2025-07-01T00:18:43.000,2025-07-01T03:53:06.000,Noise - Residential,Loud Television,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,3.6
65429242,2025-07-01T00:19:25.000,2025-07-01T01:53:24.000,Illegal Parking,Posted Parking Sign Violation,NYPD,BRONX,The Police Department issued a summons in response to the complaint.,Closed,1.6
65431865,2025-07-01T00:19:26.000,2025-07-01T00:34:54.000,Noise - Residential,Banging/Pounding,NYPD,QUEENS,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.3
65435034,2025-07-01T00:20:00.000,2025-07-01T11:10:00.000,Water System,Hydrant Running (WC3),DEP,MANHATTAN,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,Closed,10.8
65435416,2025-07-01T00:20:24.000,2025-07-01T00:45:48.000,Noise - Residential,Banging/Pounding,NYPD,BRONX,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Closed,0.4
65431650,2025-07-01T00:20:47.000,2025-07-01T02:04:18.000,Illegal Parking,Posted Parking Sign Violation,NYPD,BRONX,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.7
65427996,2025-07-01T00:22:40.000,2025-07-01T04:19:28.000,Illegal Parking,Blocked Hydrant,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,3.9
65432728,2025-07-01T00:22:45.000,2025-07-01T04:19:43.000,Illegal Parking,Blocked Hydrant,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,3.9
65431275,2025-07-01T00:22:51.000,2025-07-01T04:20:15.000,Illegal Parking,Blocked Crosswalk,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,4.0
65429161,2025-07-01T00:22:56.000,2025-07-01T05:18:46.000,Illegal Parking,Blocked Hydrant,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,4.9
65435230,2025-07-01T00:22:58.000,2025-07-01T05:11:28.000,Illegal Parking,Posted Parking Sign Violation,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,4.8
65433945,2025-07-01T00:25:46.000,2025-07-01T03:05:09.000,Illegal Parking,Blocked Hydrant,NYPD,BRONX,The Police Department issued a summons in response to the complaint.,Closed,2.7
65435261,2025-07-01T00:26:08.000,2025-07-01T01:29:21.000,Illegal Parking,Double Parked Blocking Vehicle,NYPD,MANHATTAN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,1.1
65428306,2025-07-01T00:26:09.000,2025-07-01T01:07:16.000,Noise - Residential,Banging/Pounding,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.7
65432856,2025-07-01T00:26:14.000,2025-07-01T10:26:26.000,Illegal Parking,Posted Parking Sign Violation,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,10.0
65430602,2025-07-01T00:26:17.000,2025-07-01T03:22:45.000,Blocked Driveway,No Access,NYPD,BRONX,The Police Department issued a summons in response to the complaint.,Closed,2.9
65435129,2025-07-01T00:26:26.000,2025-07-01T02:02:01.000,Illegal Parking,Blocked Hydrant,NYPD,MANHATTAN,The Police Department issued a summons in response to the complaint.,Closed,1.6
65430734,2025-07-01T00:27:03.000,2025-07-01T00:55:41.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.5
65436608,2025-07-01T00:27:25.000,2025-07-01T00:47:57.000,Noise - Residential,Loud Music/Party,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.3
65428016,2025-07-01T00:27:43.000,2025-07-01T00:56:49.000,Illegal Parking,Blocked Hydrant,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.5
65430386,2025-07-01T00:27:47.000,2025-07-01T05:12:18.000,Illegal Parking,Blocked Hydrant,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,4.7
65436290,2025-07-01T00:27:54.000,2025-07-01T03:47:30.000,Illegal Parking,Blocked Hydrant,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,3.3
65429220,2025-07-01T00:27:56.000,2025-07-01T03:48:14.000,Illegal Parking,Double Parked Blocking Traffic,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,3.3
65435536,2025-07-01T00:27:58.000,2025-07-01T05:55:54.000,Illegal Parking,Blocked Bike Lane,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,5.5
65432785,2025-07-01T00:28:01.000,2025-07-01T03:48:47.000,Illegal Parking,Blocked Sidewalk,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,3.3
65435431,2025-07-01T00:29:43.000,2025-07-01T03:44:12.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,3.2
65420865,2025-07-01T00:30:00.000,2025-07-30T18:37:00.000,Street Light Condition,Fixture/Luminaire Damaged,DOT,BROOKLYN,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,714.1
65430718,2025-07-01T00:31:09.000,2025-07-01T01:45:02.000,Noise - Residential,Banging/Pounding,NYPD,BROOKLYN,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Closed,1.2
65430725,2025-07-01T00:32:29.000,2025-07-01T00:52:53.000,Noise - Residential,Loud Music/Party,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,0.3
65436621,2025-07-01T00:32:56.000,2025-07-01T01:45:35.000,Noise - Residential,Loud Talking,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,1.2
65434104,2025-07-01T00:33:01.000,2025-07-01T02:41:42.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,2.1
65428317,2025-07-01T00:33:28.000,2025-07-01T01:11:56.000,Noise - Residential,Loud Music/Party,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.6
65430687,2025-07-01T00:33:56.000,2025-07-01T01:24:14.000,Noise - Residential,Banging/Pounding,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.8
65431885,2025-07-01T00:34:18.000,2025-07-01T01:12:49.000,Noise - Residential,Banging/Pounding,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.6
65429473,2025-07-01T00:35:14.000,2025-07-01T01:13:13.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.6
65435307,2025-07-01T00:37:20.000,2025-07-01T02:39:59.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,2.0
65436232,2025-07-01T00:38:00.000,2025-07-02T10:35:00.000,Water System,Hydrant Running Full (WA4),DEP,BRONX,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,34.0
65431711,2025-07-01T00:38:05.000,2026-03-12T00:00:00.000,Building/Use,Illegal Conversion Of Residential Building/Space,DOB,QUEENS,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,6095.4
65431873,2025-07-01T00:38:35.000,2025-07-01T01:26:19.000,Noise - Residential,Banging/Pounding,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.8
65431765,2025-07-01T00:38:44.000,2025-07-01T05:13:21.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,4.6
65430713,2025-07-01T00:39:08.000,2025-07-01T00:49:29.000,Noise - Residential,Banging/Pounding,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.2
65436594,2025-07-01T00:39:21.000,2025-07-01T00:53:07.000,Noise - Residential,Loud Music/Party,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,0.2
65430736,2025-07-01T00:39:46.000,2025-07-01T02:31:52.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Closed,1.9
65431881,2025-07-01T00:39:53.000,2025-07-01T00:43:39.000,Noise - Residential,Banging/Pounding,NYPD,QUEENS,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Closed,0.1
